 拎包入住,AI影音,免服務費,免管理費,南北通透,可入籍,可報稅,可短租,可開伙,可養寵物,押一付一,新上架,有車位,有陽台,有電梯,社會住宅,租金補貼,隨時可遷入,高齡友善,ping,addr,Rent,type,title,lat,lng,cluster,title_clean,title_tokens,可租補,陽台
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區萬盛街,12000,2,🏠萬隆站｜生活機能超強｜拎包入住首選｜優質套房(已付訂),25.00602159615,121.540720604509,14,萬隆站 生活機能超強 拎包入住首選 優質套房 已付訂,"['萬隆', '站', ' ', '生活', '機能', '超強', ' ', '拎包', '入住', '首選', ' ', '優質', '套房', ' ', '已付', '訂']",0,0
1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,8.0,台北市文山區羅斯福路五段,18000,3,交通便採光佳,25.005255054602,121.5388267536,14,交通便採光佳,"['交通', '便', '採光佳']",0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8.0,台北市文山區興隆路一段87號,9000,3,溫馨套房-近萬隆捷運站、公館商圈，交通便利。,25.003070363311,121.541443672749,2,溫馨套房 近萬隆捷運站 公館商圈 交通便利,"['溫馨', '套房', ' ', '近萬隆捷', '運站', ' ', '公館', '商圈', ' ', '交通', '便利']",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區育英街8號,15000,3,景美實惠套房✨❗️（鄰近捷運站、生活機能方便）,24.991008385546,121.539135296614,15,景美實惠套房 鄰近捷運站 生活機能方便,"['景美', '實惠', '套房', ' ', '鄰近', '捷運站', ' ', '生活', '機能', '方便']",0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區辛亥路五段,14998,3,萬芳醫院站/近中國科技大學/獨立洗脫烘/獨立陽台/變頻冷氣,24.998159731729,121.553071822137,7,萬芳醫院站 近中國科技大學 獨立洗脫烘 獨立陽台 變頻冷氣,"['萬芳', '醫院', '站', ' ', '近中國', '科技', '大學', ' ', '獨立', '洗脫', '烘', ' ', '獨立陽台', ' ', '變頻', '冷氣']",0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,台北市文山區萬隆街,14000,2,近台大/公館-萬隆捷運站雅靜套房,25.000596075024,121.53747996232,11,近台大 公館 萬隆捷運站雅靜套房,"['近', '台大', ' ', '公館', ' ', '萬隆捷', '運站', '雅靜', '套房']",0,0
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,18.0,台北市文山區木柵路一段,19500,4,品位居所❤木柵路一段|18.0坪,24.986870628629,121.546508825123,0,品位居所 木柵路一段 18 0坪,"['品位', '居所', ' ', '木柵路', '一段', ' ', '18', ' ', '0', '坪']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,17.3,台北市文山區景興路188號,19000,3,⭐友善屋源⭐社宅⭐近捷運/機能佳⭐可租補/入籍⭐免仲介費⭐,24.99223214341,121.543843579266,5,友善屋源 社宅 近捷運 機能佳 可租補 入籍 免仲介費,"['友善', '屋源', ' ', '社宅', ' ', '近捷運', ' ', '機能', '佳', ' ', '可租補', ' ', '入籍', ' ', '免', '仲介', '費']",1,0
1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,8.8,台北市文山區仙岩路16巷46號,13500,3,⭐友善屋源⭐社宅⭐採光套房/陽台⭐租屋補助/入籍⭐免仲介費⭐,24.996726394164,121.550233271695,7,友善屋源 社宅 採光套房 陽台 租屋補助 入籍 免仲介費,"['友善', '屋源', ' ', '社宅', ' ', '採光', '套房', ' ', '陽台', ' ', '租屋', '補助', ' ', '入籍', ' ', '免', '仲介', '費']",1,1
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,18.0,台北市文山區木柵路一段,19500,4,超正~精美裝潢附家具家電之陽台1房1廳,24.986870628629,121.546508825123,0,超正 精美裝潢附家具家電之陽台1房1廳,"['超正', ' ', '精美', '裝潢', '附', '家具', '家電之陽台', '1', '房', '1', '廳']",0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0,台北市文山區景美街63號,10100,3,文山區景美商圈即刻入住捷運雙人開窗套房,24.990944054439,121.541874837848,15,文山區景美商圈即刻入住捷運雙人開窗套房,"['文山', '區', '景美', '商圈', '即刻', '入住', '捷運', '雙人', '開窗', '套房']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,台北市文山區景美街63號,14500,3,文山區景美商圈捷運即刻入住雙人開窗套房,24.990944054439,121.541874837848,15,文山區景美商圈捷運即刻入住雙人開窗套房,"['文山', '區', '景美', '商圈', '捷運', '即刻', '入住', '雙人', '開窗', '套房']",0,0
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15.0,台北市文山區景後街,20000,2,景美愛買一樓大套房_近捷運,24.989396657147,121.541928038848,15,景美愛買一樓大套房 近捷運,"['景美', '愛買', '一樓', '大', '套房', ' ', '近捷運']",0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,台北市文山區景福街,9999,3,可租補入籍⭐近景美站⭐一樓公寓⭐可當工作室⭐可住宅,24.9977920247,121.53669194,11,可租補入籍 近景美站 一樓公寓 可當工作室 可住宅,"['可租補', '入籍', ' ', '近景', '美站', ' ', '一樓', '公寓', ' ', '可當', '工作室', ' ', '可', '住宅']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.0,台北市文山區仙岩路,12000,2,透天獨立3樓及附加頂層舒適空間,24.999616603943,121.54957499293,13,透天獨立3樓及附加頂層舒適空間,"['透天', '獨立', '3', '樓及', '附加', '頂層', '舒適', '空間']",0,0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.0,台北市文山區興隆路三段,12499,3,免佣）捷運萬芳醫院3分【超值租案】可補助★可養貓★獨立陽台,24.995135557669,121.559747711824,10,免佣 捷運萬芳醫院3分 超值租案 可補助 可養貓 獨立陽台,"['免佣', ' ', '捷運萬芳', '醫院', '3', '分', ' ', '超值', '租案', ' ', '可補助', ' ', '可養貓', ' ', '獨立陽台']",0,1
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,台北市文山區和興路,8999,3,免佣）世新首選【超值租案】可補助★可養寵★限學生,24.98502852685,121.547985403669,0,免佣 世新首選 超值租案 可補助 可養寵 限學生,"['免佣', ' ', '世新', '首選', ' ', '超值', '租案', ' ', '可補助', ' ', '可養寵', ' ', '限學生']",0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,27.0,台北市文山區景隆街,14999,4,捷運萬隆5分【超值1房1廳】有廚房★採光優★一層一戶,24.999517416712,121.541991845628,2,捷運萬隆5分 超值1房1廳 有廚房 採光優 一層一戶,"['捷運萬隆', '5', '分', ' ', '超值', '1', '房', '1', '廳', ' ', '有', '廚房', ' ', '採光優', ' ', '一層', '一戶']",0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,27.0,台北市文山區景隆街,14999,4,免佣）捷運萬隆5分【超值1房1廳】有廚房★採光優★一層一戶,24.999517416712,121.541991845628,2,免佣 捷運萬隆5分 超值1房1廳 有廚房 採光優 一層一戶,"['免佣', ' ', '捷運萬隆', '5', '分', ' ', '超值', '1', '房', '1', '廳', ' ', '有', '廚房', ' ', '採光優', ' ', '一層', '一戶']",0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,台北市文山區和興路,8999,3,世新首選【超值租案】可補助★可養寵★限學生,24.98502852685,121.547985403669,0,世新首選 超值租案 可補助 可養寵 限學生,"['世新', '首選', ' ', '超值', '租案', ' ', '可補助', ' ', '可養寵', ' ', '限學生']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.5,台北市文山區新光路一段,5999,3,獨家🔥近木柵站✦近政治大學✦學生首選✦寧靜空間✦個人衛浴,24.990791070895,121.573696534917,6,獨家 近木柵站 近政治大學 學生首選 寧靜空間 個人衛浴,"['獨家', ' ', '近木柵站', ' ', '近', '政治', '大學', ' ', '學生', '首選', ' ', '寧靜', '空間', ' ', '個', '人衛浴']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,15.5,台北市文山區興隆路一段184巷2弄4號,14999,3,獨家🔥近萬隆捷運✦採光大陽台✦獨立洗脫烘✦變頻冷氣,25.001259369311,121.54221061689,2,獨家 近萬隆捷運 採光大陽台 獨立洗脫烘 變頻冷氣,"['獨家', ' ', '近萬隆', '捷運', ' ', '採', '光大', '陽台', ' ', '獨立', '洗脫', '烘', ' ', '變頻', '冷氣']",0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.5,台北市文山區興隆路一段184巷2弄,14999,4,獨家🔥近萬隆捷運✦採光大陽台✦獨立洗脫烘✦變頻冷氣,25.001141435933,121.542314803946,2,獨家 近萬隆捷運 採光大陽台 獨立洗脫烘 變頻冷氣,"['獨家', ' ', '近萬隆', '捷運', ' ', '採', '光大', '陽台', ' ', '獨立', '洗脫', '烘', ' ', '變頻', '冷氣']",0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,11.0,台北市文山區試院路,9000,3,獨棟水泥隔間套房（可租補）,24.989207887689,121.544820794987,18,獨棟水泥隔間套房 可租補,"['獨棟', '水泥', '隔間', '套房', ' ', '可租補']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.0,台北市文山區木新路三段,17000,2,可租補木新路三段獨立衛浴/高級裝潢/免爬高2樓全新優質套房,24.981306695261,121.55923028275,4,可租補木新路三段獨立衛浴 高級裝潢 免爬高2樓全新優質套房,"['可租', '補木', '新路', '三段', '獨立', '衛浴', ' ', '高級', '裝潢', ' ', '免', '爬高', '2', '樓', '全新', '優質', '套房']",1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,台北市文山區和興路44巷14弄,5500,1,景美世新大學全新雅房,24.984347667947,121.546859023414,0,景美世新大學全新雅房,"['景美', '世新大學', '全新', '雅房']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7.0,台北市文山區興隆路一段,8900,2,租補萬隆捷運大套房-適台大/師大/世新/上班族,25.004269661114,121.539133954494,14,租補萬隆捷運大套房 適台大 師大 世新 上班族,"['租補', '萬隆捷', '運大', '套房', ' ', '適', '台大', ' ', '師大', ' ', '世', '新', ' ', '上班族']",1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,台北市文山區興隆路四段109巷92弄,9500,2,(近政大)興隆路四段優質套房出租!,24.986828926188,121.563898032578,8,近政大 興隆路四段優質套房出租,"['近政大', ' ', '興隆路', '四段', '優質', '套房', '出租']",0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.0,台北市文山區指南路二段77巷,6500,1,近麥當勞、政大、雅房出租(限女),24.988383519009,121.575053033486,6,近麥當勞 政大 雅房出租 限女,"['近麥', '當勞', ' ', '政', '大', ' ', '雅', '房出租', ' ', '限女']",0,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6.0,台北市文山區指南路二段77巷3號,8500,1,可租補近麥當勞、政大、可兩人租雅房出租(限女),24.988135907328,121.574671297136,6,可租補近麥當勞 政大 可兩人租雅房出租 限女,"['可租', '補近', '麥當勞', ' ', '政', '大', ' ', '可', '兩人', '租雅', '房出租', ' ', '限女']",1,0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區興隆路四段109巷92弄,9500,3,萬芳醫院❣️便宜首選~3F免爬高！採光通風、包水網路第四台,24.986828926188,121.563898032578,8,萬芳醫院 便宜首選 3F免爬高 採光通風 包水網路第四台,"['萬芳', '醫院', ' ', '便宜', '首選', ' ', '3F', '免', '爬高', ' ', '採', '光通', '風', ' ', '包水', '網路', '第四', '台']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0,台北市文山區興隆路二段301巷,13000,3,辛亥❣️包水電免爬梯/包裹垃圾代收/傢俱齊全採光/機能佳,25.002266800766,121.553617464976,7,辛亥 包水電免爬梯 包裹垃圾代收 傢俱齊全採光 機能佳,"['辛亥', ' ', '包水', '電免', '爬梯', ' ', '包裹', '垃圾', '代收', ' ', '傢', '俱', '齊全', '採光', ' ', '機能', '佳']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區景興路96巷,19500,3,景美❣️裝潢新獨洗陽台/免爬高傢俱齊全/台水台電通風佳,24.9946810306,121.543417142824,5,景美 裝潢新獨洗陽台 免爬高傢俱齊全 台水台電通風佳,"['景美', ' ', '裝潢', '新獨', '洗陽台', ' ', '免', '爬高', '傢', '俱', '齊全', ' ', '台水台', '電通', '風佳']",0,1
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,6.0,台北市文山區興隆路三段221巷,8500,3,屋況優🔥MRT萬芳醫院🔥中國科大💖大露臺,24.994078248092,121.561206588751,10,屋況優 MRT萬芳醫院 中國科大 大露臺,"['屋況', '優', ' ', 'MRT', '萬芳', '醫院', ' ', '中國', '科大', ' ', '大露', '臺']",0,0
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6.0,台北市文山區興隆路三段221巷2弄,10000,3,🔥萬芳醫院🔥寧靜社區/獨立套房/舒適空間,24.993982641304,121.559918403863,10,萬芳醫院 寧靜社區 獨立套房 舒適空間,"['萬芳', '醫院', ' ', '寧靜', '社區', ' ', '獨立', '套房', ' ', '舒適', '空間']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,台北市文山區景興路,13500,3,景美❣️採光通風、格局方正、家具齊全、捷運機能好、衛浴窗,24.992261135246,121.544043023281,5,景美 採光通風 格局方正 家具齊全 捷運機能好 衛浴窗,"['景美', ' ', '採', '光通', '風', ' ', '格局', '方正', ' ', '家具', '齊全', ' ', '捷運機', '能', '好', ' ', '衛浴', '窗']",0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,台北市文山區溪洲街,15000,2,優質套房出租,25.00283617711,121.535578139007,14,優質套房出租,"['優質', '套房', '出租']",0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,台北市文山區景興路,12500,2,🏡【景美萬隆捷運站｜採光套房出租】學生・上班族首選,24.992261135246,121.544043023281,5,景美萬隆捷運站 採光套房出租 學生 上班族首選,"['景美', '萬隆捷', '運站', ' ', '採光', '套房', '出租', ' ', '學生', ' ', '上班族', '首選']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.0,台北市文山區景興路96巷,19500,3,景美💜獨洗晒／免爬高／台電計費／近新裝潢／捷運機能佳,24.9946810306,121.543417142824,5,景美 獨洗晒 免爬高 台電計費 近新裝潢 捷運機能佳,"['景美', ' ', '獨洗', '晒', ' ', '免', '爬高', ' ', '台電計費', ' ', '近新', '裝潢', ' ', '捷運機', '能佳']",0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,台北市文山區興隆路二段220巷,7000,3,"近捷運站,大學,商店街,便利生活美套房!",25.000346775974,121.552121842762,7,近捷運站 大學 商店街 便利生活美套房,"['近捷', '運站', ' ', '大學', ' ', '商店', '街', ' ', '便利', '生活', '美', '套房']",0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.5,台北市文山區木新路三段274號,12000,3,景美女中優質套房711樓上,24.981236762824,121.558211670051,4,景美女中優質套房711樓上,"['景', '美女', '中', '優質', '套房', '711', '樓上']",0,0
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,7.0,台北市文山區新光路一段,9988,3,歡迎世新同學(唯一)萬元美屋/採光-新裝潢-現時可居,24.990791070895,121.573696534917,6,歡迎世新同學 唯一 萬元美屋 採光 新裝潢 現時可居,"['歡迎', '世新', '同學', ' ', '唯一', ' ', '萬元', '美屋', ' ', '採光', ' ', '新裝潢', ' ', '現時', '可居']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,6.0,台北市文山區木柵路三段,15800,2,木柵路丨可租補丨質感裝潢丨採光佳🌟忠豪🌟,24.988895012341,121.5684061769,16,木柵路丨可租補丨質感裝潢丨採光佳 忠豪,"['木柵路', '丨', '可租補', '丨', '質感', '裝潢', '丨', '採光佳', ' ', '忠豪']",1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8.0,台北市文山區木柵路二段109巷100弄40號,13000,3,謐靜電梯吉宅,24.992676845283,121.562167173979,10,謐靜電梯吉宅,"['謐', '靜電梯', '吉宅']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6.0,台北市文山區景興路96巷,19500,3,景美🚝台水電⚡️變頻冷氣❄️獨洗曬👕免爬高✌🏻新裝潢✨,24.9946810306,121.543417142824,5,景美 台水電 變頻冷氣 獨洗曬 免爬高 新裝潢,"['景美', ' ', '台水電', ' ', '變頻', '冷氣', ' ', '獨洗', '曬', ' ', '免', '爬高', ' ', '新裝潢']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,台北市文山區羅斯福路六段232巷,8600,1,交通方便生活機能絕佳,24.99571708239,121.541274168245,5,交通方便生活機能絕佳,"['交通', '方便', '生活', '機能', '絕佳']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.5,台北市文山區汀州路四段140巷2弄,12800,1,🚀萬隆捷運站/師大分部，可租補/報稅，真學校旁優質雅房🚀,25.0051366963,121.53540614286,14,萬隆捷運站 師大分部 可租補 報稅 真學校旁優質雅房,"['萬隆捷', '運站', ' ', '師大', '分部', ' ', '可租補', ' ', '報稅', ' ', '真學校', '旁', '優質', '雅房']",1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,台北市文山區羅斯福路六段276巷,12300,1,🚀景美捷運站世新大學一樓共生雅房🚀,24.994687087245,121.541310161932,5,景美捷運站世新大學一樓共生雅房,"['景美', '捷運站', '世新大學', '一樓', '共生', '雅房']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.0,台北市文山區辛亥路五段73巷,12000,3,萬芳醫院❣️獨立陽台洗曬代收垃圾對外窗通風格局方正裝潢新,24.99823295045,121.553220599313,7,萬芳醫院 獨立陽台洗曬代收垃圾對外窗通風格局方正裝潢新,"['萬芳', '醫院', ' ', '獨立陽台', '洗', '曬', '代收', '垃圾', '對外', '窗通風', '格局', '方正', '裝潢', '新']",0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4.0,台北市文山區羅斯福路六段276巷,12300,1,景美站/生活便捷舒適🍀4.0坪/質感空間,24.994687087245,121.541310161932,5,景美站 生活便捷舒適 4 0坪 質感空間,"['景美', '站', ' ', '生活', '便捷', '舒適', ' ', '4', ' ', '0', '坪', ' ', '質感', '空間']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.9,台北市文山區景後街,15000,3,寄居蟹社會住宅🏠友善屋源🧡世新大學、景美夜市、可租補入籍,24.989396657147,121.541928038848,15,寄居蟹社會住宅 友善屋源 世新大學 景美夜市 可租補入籍,"['寄居蟹', '社會', '住宅', ' ', '友善', '屋源', ' ', '世新大學', ' ', '景美', '夜市', ' ', '可租補', '入籍']",1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9.0,台北市文山區羅斯福路六段39巷,17000,2,3/29前大降價❤️萬隆捷運站101景觀電梯套房.近台大世新,24.999665214361,121.539989457688,2,3 29前大降價 萬隆捷運站101景觀電梯套房 近台大世新,"['3', ' ', '29', '前大', '降價', ' ', '萬隆捷', '運站', '101', '景觀', '電梯', '套房', ' ', '近', '台大', '世', '新']",0,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,24.8,台北市文山區辛亥路四段166巷,20000,4,好宅【社宅可租補】文山靜心公寓二房,25.003636479572,121.556221244929,3,好宅 社宅可租補 文山靜心公寓二房,"['好宅', ' ', '社宅', '可租補', ' ', '文山', '靜心', '公寓', '二房']",1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10.5,台北市文山區萬和街6號,16800,2,近萬芳社區捷運站大樓飯店式優質大套房,25.001933274326,121.567363283395,1,近萬芳社區捷運站大樓飯店式優質大套房,"['近萬芳', '社區', '捷運站', '大樓', '飯', '店式', '優質', '大', '套房']",0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,台北市文山區羅斯福路六段232巷,13800,1,景美捷運新裝潢🚇共生雅房B🎉可租補,24.99571708239,121.541274168245,5,景美捷運新裝潢 共生雅房B 可租補,"['景美', '捷運新', '裝潢', ' ', '共生', '雅房', 'B', ' ', '可租補']",1,0
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.0,台北市文山區木新路三段232巷6弄12號,11000,2,木新市場旁~獨立套房,24.98191150603,121.559537519496,4,木新市場旁 獨立套房,"['木新', '市場', '旁', ' ', '獨立', '套房']",0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,台北市文山區景興路,19500,3,近捷運景美【優質租案】獨洗衣機★新裝潢★限女性,24.992261135246,121.544043023281,5,近捷運景美 優質租案 獨洗衣機 新裝潢 限女性,"['近捷運', '景美', ' ', '優質', '租案', ' ', '獨', '洗衣', '機', ' ', '新裝潢', ' ', '限', '女性']",0,0
0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,7.0,台北市文山區興隆路三段112巷2弄,11998,3,捷運萬芳醫院2分◆超值大套房◆可租補可貓★獨洗陽台,24.998296323278,121.558805765262,3,捷運萬芳醫院2分 超值大套房 可租補可貓 獨洗陽台,"['捷運萬芳', '醫院', '2', '分', ' ', '超值', '大', '套房', ' ', '可租補', '可貓', ' ', '獨洗陽台']",1,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,6.0,台北市文山區木柵路三段,15800,2,木柵路丨可租補丨質感裝潢丨機能好🌟Wei🌟,24.988895012341,121.5684061769,16,木柵路丨可租補丨質感裝潢丨機能好 Wei,"['木柵路', '丨', '可租補', '丨', '質感', '裝潢', '丨', '機能', '好', ' ', 'Wei']",1,0
